"R0000100","R0002300","R0365500","R0385200","R0530300","R0543950","R0587700","R0635500","R0682100"
2806,2,2500,1,5500,1,2600,3190,2
2807,2,-5,-5,-5,-5,-5,-5,-5
2808,2,325,3,-5,-5,-5,-5,-5
2809,2,-5,-5,2000,3,1200,-4,-5
2810,2,7000,1,14000,1,20000,-5,-5
2811,2,600,3,0,3,-5,-5,-5
2812,1,6920,1,-5,-5,-5,-5,-5
2813,1,7200,1,13500,1,21000,30000,1
2814,1,-5,-5,-5,-5,-5,-5,-5
2815,1,5000,1,12000,1,14500,15000,1
2816,1,3000,1,13000,1,20000,25000,1
2817,2,-5,-5,-5,-5,2000,5800,1
2818,2,-5,-5,13000,1,20000,20000,1
2819,1,4300,1,10000,1,10000,14000,1
2820,2,3340,1,5000,1,6620,5000,1
2821,1,3300,8,15000,1,12000,17000,1
2822,1,7500,1,20000,1,17000,20000,1
2823,1,2206,1,12500,1,16000,20000,1
2824,1,4160,1,-5,-5,-5,-5,-5
2825,1,-5,-5,11000,1,12000,13000,1
2826,1,-5,-5,-5,-5,-5,-5,-5
2827,1,3500,3,9000,1,10000,24000,1
2828,1,2200,1,5000,1,19000,13000,2
2829,1,1400,2,0,1,4000,12000,1
2830,1,1000,1,0,1,0,0,1
2831,1,8150,1,11000,1,11000,20000,1
2832,1,-5,-5,8000,1,16000,10000,1
2833,1,2500,1,15000,1,16300,21000,1
2834,1,0,6,0,8,0,0,8
2835,1,2000,1,6000,1,13000,20000,1
2836,1,-5,-5,0,1,0,0,1
2837,1,7000,1,-5,-5,-5,-5,-5
2838,1,-5,-5,-5,-5,-5,-5,-5
2839,1,12000,1,18500,1,25000,28000,1
2840,1,-5,-5,9600,1,9800,11000,1
2841,1,7000,1,9000,2,14000,15000,3
2842,1,-5,-5,-5,-5,-5,-5,-5
2843,1,250,8,5000,1,7600,6240,1
2844,2,4000,1,12011,3,3000,5000,1
2845,2,3980,1,13000,1,-5,15000,-5
2846,2,7500,1,14000,1,14000,-4,1
2847,2,0,4,13700,2,-5,-5,1
2848,2,-5,-5,-5,-5,-5,-5,-5
2849,2,2000,3,9000,2,5000,0,3
2850,2,-5,-5,-5,-5,-5,-5,-5
2851,2,-5,-5,-5,-5,-5,-5,8
2852,2,8000,1,15000,1,14400,15000,1
2853,2,5400,2,15822,1,11800,19000,1
2854,1,6624,2,13000,1,14500,10000,1
2855,1,7000,2,17000,1,28800,34000,2
2856,1,-5,-5,-5,-5,-5,-5,-5
2857,1,0,4,1500,1,1500,7000,1
2858,2,-5,-5,-5,-5,-5,-5,-5
2859,2,4836,1,7000,1,10000,11000,1
2860,2,10,1,0,3,-5,4000,1
2861,2,7000,1,5000,1,-5,-5,-5
2862,2,-5,-5,4130,1,-1,6800,1
2863,2,-5,-5,12000,1,-5,12900,1
2864,2,5200,1,-5,-5,-5,7200,1
2865,2,-5,-5,-5,-5,-5,-5,-5
2866,2,-5,-5,-5,-5,-5,-5,-5
2867,2,-5,-5,-5,-5,-5,-5,-5
2868,1,10000,1,32500,1,30000,37000,1
2869,2,-5,-5,9000,1,11000,12000,1
2870,2,-5,-5,-5,-5,-5,-5,-5
2871,1,9000,1,13000,1,16000,19000,1
2872,1,700,8,1100,4,-5,8000,8
2873,1,3000,1,12500,1,15000,16500,1
2874,1,0,1,12000,1,15600,18000,1
2875,1,4100,1,7000,1,9200,12000,-5
2876,2,-5,-5,-5,-5,-5,-5,-5
2877,2,6500,1,12000,1,-5,-5,-5
2878,2,-5,-5,-5,-5,-5,-5,-5
2879,2,-5,-5,-5,-5,-5,-5,-5
2880,2,-5,-5,14600,1,7600,23303,1
2881,2,1400,1,-5,-5,-5,-5,-5
2882,2,-5,-5,13000,1,0,0,1
2883,2,5000,1,7000,1,10700,12700,1
2884,2,700,3,7000,1,-5,-5,-5
2885,1,6000,1,13500,1,17000,19800,1
2886,1,2300,1,10000,1,20000,22000,1
2887,2,-5,-5,-5,-5,-5,-5,-5
2888,2,3800,1,8000,1,10504,9200,1
2889,2,4000,1,7000,1,10000,8000,1
2890,2,78,1,8900,1,10000,12500,1
2891,2,3900,1,3800,1,10400,11000,1
2892,1,6000,1,9000,1,18000,14500,1
2893,1,-5,-5,-5,-5,-5,-5,-5
2894,2,-5,-5,-5,-5,-5,-5,-5
2895,1,2510,1,10000,1,12000,13800,1
2896,2,-5,-5,-5,-5,-5,-5,-5
2897,1,7000,1,12000,1,14500,18500,1
2898,1,-5,-5,-5,-5,-5,-5,-5
2899,1,-5,-5,-5,-5,-5,-5,-5
2900,1,-5,-5,-5,-5,-5,-5,-5
2901,1,12000,1,16000,1,16000,17000,1
2902,2,4000,1,-5,-5,8000,9000,1
2903,1,12000,1,15500,1,20000,27000,1
2904,1,-5,-5,-5,-5,-5,-5,-5
2905,2,4263,1,16000,1,18000,22000,1
2906,2,3400,1,0,3,12000,15000,1
2907,2,4000,1,-4,3,13000,-1,1
2908,2,-5,-5,9000,1,0,8400,1
2909,2,-4,1,9000,1,16000,8500,1
2910,2,-5,-5,13000,1,-5,-5,3
2911,2,6200,1,7000,1,10000,14000,3
2912,2,-5,-5,4000,1,-5,-5,-5
2913,1,-5,-5,19000,1,35000,46000,1
2914,1,500,3,-5,-5,-5,-5,-5
2915,1,0,3,-5,-5,-5,-5,-5
2916,1,1,1,800,1,6000,-5,1
2917,1,4000,1,12000,2,14000,20000,1
2918,1,2683,8,15000,1,20700,32000,1
2919,1,-5,-5,0,4,11000,15924,1
2920,1,-5,-5,-5,-5,-5,-5,-5
2921,1,900,1,13000,1,22000,-5,-5
2922,2,-5,-5,11800,1,-5,-5,-5
2923,1,0,4,583,4,0,800,4
2924,1,0,4,800,4,800,14000,3
2925,1,16000,1,20000,1,27000,34000,1
2926,1,4000,1,2660,1,800,1500,1
2927,1,17000,1,33300,2,43500,50000,1
2928,1,5000,1,17000,1,15000,25000,2
2929,1,14300,1,4100,4,17500,23700,1
2930,1,0,4,2350,1,880,15000,1
2931,1,9000,1,15000,1,17000,20000,1
2932,1,10000,1,37000,1,45000,50000,1
2933,1,3000,8,-5,-5,-5,-5,-5
2934,2,-5,-5,-5,-5,-5,-5,-5
2935,2,1000,3,-5,-5,-5,-5,-5
2936,2,800,4,9000,1,8800,10000,1
2937,2,1300,3,7500,1,11315,15200,1
2938,2,0,6,-5,-5,-5,-5,-5
2939,2,5000,2,7000,1,9500,9000,1
2940,2,5800,1,-5,-5,-5,-5,-5
2941,2,-5,-5,-5,-5,-5,-5,-5
2942,2,9500,1,14500,1,12000,16500,1
2943,2,1200,1,8000,1,9200,13000,1
2944,2,-5,-5,-5,-5,-5,-5,-5
2945,1,7000,1,15000,1,18000,21500,1
2946,1,2000,1,13900,1,15500,18900,1
2947,1,1265,1,50,1,1800,10000,1
2948,1,1200,2,4000,1,12000,25000,1
2949,1,-5,-5,-5,-5,-5,-5,-5
2950,1,0,4,3000,1,8000,11500,3
2951,1,2000,1,12000,1,13000,15000,1
2952,1,20000,1,-5,-5,-5,-5,-5
2953,1,13400,1,25000,1,36000,50000,1
2954,1,24000,2,-1,1,-5,50000,2
2955,1,-5,-5,-5,-5,-5,-5,-5
2956,1,11500,1,22000,1,27000,34000,1
2957,1,3500,1,13400,1,17000,17500,1
2958,1,2800,4,13000,1,25000,0,1
2959,1,500,4,0,4,-5,-5,-5
2960,1,-5,-5,0,1,-5,-5,-5
2961,1,4000,1,18500,1,18600,32300,1
2962,1,3000,1,10400,1,12000,15000,1
2963,1,3040,1,4000,1,11000,9000,1
2964,1,6000,1,-1,1,0,-1,1
2965,1,2800,1,1300,1,10000,-5,-5
2966,1,8400,1,12600,1,20500,26000,1
2967,1,5000,1,9000,1,22000,20000,1
2968,1,-5,-5,4000,1,12000,11700,1
2969,1,1500,1,-5,-5,-5,-5,-5
2970,1,-5,-5,-5,-5,-5,-5,-5
2971,1,5800,1,9000,1,12500,18500,1
2972,1,2480,6,5000,1,6000,2560,2
2973,1,6500,1,0,8,0,0,6
2974,1,6405,1,1625,1,0,0,1
2975,1,7880,1,8632,1,15640,10500,1
2976,1,-4,1,-1,1,-1,-1,1
2977,1,-5,-5,-5,-5,-5,-5,-5
2978,1,420,1,8800,1,14292,14000,1
2979,1,7100,1,18000,1,24500,23000,1
2980,1,3520,4,-1,1,0,0,1
2981,1,3000,1,9000,1,13000,14000,1
2982,1,4250,1,10000,2,15000,20000,1
2983,1,4000,1,0,1,0,0,1
2984,1,6800,1,12000,1,22600,30000,1
2985,1,8000,1,0,1,0,0,1
2986,1,4200,1,15000,1,18000,24000,1
2987,1,-4,1,10000,1,12000,0,1
2988,1,2500,1,6000,1,0,16000,1
2989,1,330,2,12500,1,11000,15000,1
2990,1,5500,1,9500,1,-5,-5,-5
2991,1,-5,-5,1950,1,16500,18000,1
2992,1,2000,1,10000,1,17000,12000,1
2993,1,6500,1,10000,1,9000,1000,1
2994,1,-5,-5,-5,-5,-5,-5,-5
2995,1,-5,-5,-5,-5,-5,-5,-5
2996,1,2500,1,11000,1,12500,0,1
2997,1,-5,-5,-5,-5,-5,-5,-5
2998,2,7000,1,7000,1,11000,11000,1
2999,2,4000,1,5000,1,8000,11000,1
3000,2,1954,1,4543,8,-5,-5,-5
3001,2,-5,-5,9000,1,15600,21341,1
3002,2,4000,1,5000,1,4800,10400,1
3003,1,4100,1,-5,-5,-5,-5,-5
3004,1,5200,1,7500,1,15000,10000,1
3005,1,-5,-5,-5,-5,-5,-5,-5
3006,1,1120,1,-5,-5,-5,-5,-5
3007,1,1500,1,-5,-5,-5,-5,-5
3008,1,7900,1,11000,1,13000,16000,1
3009,1,-5,-5,-5,-5,-5,-5,-5
3010,1,4800,1,-5,-5,-5,-5,-5
3011,1,-5,-5,-5,-5,-5,-5,-5
3012,1,0,4,20804,1,28000,48800,1
3013,1,7000,1,9000,1,9000,15600,1
3014,1,4000,1,-5,-5,-5,-5,1
3015,1,5966,1,0,1,0,4000,1
3016,1,6500,1,-5,-5,-5,-5,-5
3017,1,-5,-5,-5,-5,-5,-5,-5
3018,1,5500,1,39000,1,38000,35000,-5
3019,1,5174,1,-1,4,-5,-5,-5
3020,1,-5,-5,3000,1,-5,-5,-5
3021,1,7800,1,8000,1,9100,-5,-5
3022,1,7500,1,15000,1,15000,19394,1
3023,1,1200,1,10000,1,-1,6300,1
3024,1,3000,6,-5,-5,-5,-5,-5
3025,2,6700,1,-4,1,15000,16000,1
3026,2,2800,1,-5,-5,-5,-5,-5
3027,2,-5,-5,0,3,11000,6000,3
3028,2,7000,1,-5,-5,-5,-5,-5
3029,2,3100,1,3600,1,7000,10000,1
3030,2,3000,1,7600,1,9500,11500,1
3031,2,3000,1,-5,-5,-5,-5,1
3032,2,2600,1,5000,1,8000,13500,1
3033,2,3000,1,9000,1,11700,13000,1
3034,2,6000,1,2040,1,5000,10000,1
3035,1,6000,1,-5,-5,-5,-5,-5
3036,1,-5,-5,10000,1,16000,22000,1
3037,1,4800,1,7000,1,8000,8500,1
3038,2,4500,1,9800,1,9000,12000,1
3039,2,1800,1,14000,1,8000,-5,1
3040,1,7000,1,12000,1,16000,21000,2
3041,1,350,1,8000,1,0,-4,1
3042,1,11000,1,13500,1,16000,18900,1
3043,2,-5,-5,1360,1,9000,9200,-5
3044,2,8000,1,8000,1,8500,10200,-5
3045,2,-5,-5,-5,-5,-5,-5,-5
3046,2,-5,-5,-5,-5,-5,-5,-5
3047,2,1866,1,10000,1,13000,-5,1
3048,2,9000,1,13500,1,13500,-5,-5
3049,2,1300,3,9256,1,9000,-5,-5
3050,2,4420,1,5000,1,5200,0,8
3051,2,3282,1,-5,-5,-5,-5,-5
3052,2,1500,8,5000,1,4000,1000,1
3053,2,-5,-5,-5,-5,-5,-5,-5
3054,2,2500,1,50000,1,10000,12400,1
3055,2,-5,-5,-5,-5,-5,-5,-5
3056,2,1100,4,11000,1,15800,12800,1
3057,2,6500,1,-5,-5,-5,-5,-5
3058,2,-5,-5,-5,-5,-5,-5,-5
3059,1,-5,-5,4000,1,14000,15500,3
3060,2,3640,1,5200,2,5000,9800,3
3061,1,4200,1,9900,1,10500,11600,1
3062,1,-5,-5,10400,1,-1,25000,1
3063,1,500,4,4680,1,14000,17000,1
3064,2,5900,1,-1,1,-5,13000,1
3065,2,4000,1,7000,1,12000,15000,1
3066,2,3500,1,3000,1,7100,6700,1
3067,2,2600,1,2000,1,2000,6100,1
3068,2,3000,1,-5,-5,-5,-5,1
3069,2,4000,3,-5,-5,-5,-5,-5
3070,2,-5,-5,-5,-5,-5,-5,-5
3071,2,4000,1,3000,3,-5,7000,1
3072,2,5000,1,6000,1,10000,12200,1
3073,1,11000,1,-5,-5,-5,-5,-5
3074,1,828,3,19000,1,16000,24000,1
3075,1,25000,1,50000,1,50000,0,1
3076,1,2500,1,-5,-5,0,0,-5
3077,1,9020,1,15000,1,0,50000,1
3078,1,-5,-5,6000,1,2800,13500,1
3079,2,3200,1,5928,1,7500,7280,3
3080,2,-5,-5,-5,-5,-5,-5,-5
3081,1,4400,1,3250,8,7800,10400,1
3082,2,7000,1,12000,1,19000,-4,1
3083,2,1200,1,-5,-5,-5,-5,-5
3084,1,4600,1,12000,1,0,0,1
3085,1,3000,1,800,3,6000,5000,1
3086,1,7100,1,11000,1,14000,18720,1
3087,2,300,8,0,4,-5,23000,1
3088,1,9000,1,12500,1,15000,19000,1
3089,1,3500,1,12000,1,13000,16000,1
3090,2,60,3,5200,1,5800,7176,1
3091,1,3200,1,5000,1,9464,10000,1
3092,1,-5,-5,-5,-5,-5,-5,-5
3093,1,5000,3,5200,1,3100,5500,1
3094,1,-5,-5,-5,-5,-5,-5,-5
3095,1,-5,-5,-5,-5,-5,-5,-5
3096,2,-5,-5,-5,-5,-5,-5,-5
3097,1,6500,1,12600,1,12000,20000,1
3098,1,9000,1,10000,1,-5,-5,-5
3099,1,11500,1,0,1,0,7200,1
3100,1,5000,1,-5,-5,-5,-5,-5
3101,1,-5,-5,280,1,7000,14300,1
3102,2,6000,1,0,8,6200,13000,1
3103,2,4300,3,-5,-5,-5,-5,-5
3104,1,6000,1,8000,1,0,0,1
3105,1,-5,-5,-5,-5,-5,-5,-5
3106,1,-5,-5,-5,-5,-5,-5,-5
3107,1,300,2,0,1,0,0,-5
3108,1,3000,1,0,1,0,14000,1
3109,2,7000,1,10000,1,16000,20000,3
3110,1,-5,-5,12000,1,15000,24000,1
3111,1,-5,-5,7042,1,8500,10800,1
3112,1,1600,1,3200,3,0,0,1
3113,1,0,6,0,6,0,0,6
3114,1,15000,1,20320,1,30000,50000,-5
3115,1,1000,1,3900,1,0,5000,1
3116,1,26,3,4000,2,8500,17000,1
3117,1,55,1,13139,1,12000,22000,1
3118,1,9600,1,13100,1,20000,25000,1
3119,2,1000,1,9600,1,-4,16000,1
3120,2,4100,1,4000,1,10176,460,3
3121,2,-5,-5,-5,-5,-5,-5,-5
3122,2,1000,1,900,1,9620,6000,1
3123,2,-5,-5,-5,-5,-5,-5,1
3124,2,-5,-5,-5,-5,-5,-5,-5
3125,2,-5,-5,-5,-5,-5,-5,-5
3126,2,3000,1,5000,1,6000,12042,1
3127,2,-5,-5,6000,1,19000,-5,1
3128,2,3800,1,12000,1,12000,15000,2
3129,2,100,1,3600,1,10400,-5,1
3130,1,1300,1,11500,1,-5,-5,-5
3131,1,-5,-5,-5,-5,-5,-5,-5
3132,2,3000,1,7000,1,12000,16000,2
3133,2,4000,1,6000,2,7500,10000,1
3134,1,7500,1,7200,1,9100,10800,1
3135,2,4800,1,2300,1,9000,4660,1
3136,1,2500,1,7400,3,13550,16600,-5
3137,2,1950,1,6000,1,12000,-4,1
3138,2,600,1,6000,1,16000,20000,1
3139,1,6000,1,15000,1,16000,18000,1
3140,1,1700,4,14000,1,15000,16400,1
3141,2,-5,-5,-5,-5,-5,-5,-5
3142,2,2000,1,3000,1,3500,9360,1
3143,2,768,1,7800,1,9000,11960,1
3144,2,800,1,3250,1,1122,6300,1
3145,2,4900,1,8767,1,9700,15000,1
3146,2,-5,-5,-5,-5,-5,-5,-5
3147,2,-5,-5,300,1,5200,3600,1
3148,2,3200,3,-5,-5,-5,-5,-5
3149,2,4700,1,6240,1,11600,20000,-5
3150,1,12000,1,14500,2,16000,10000,1
3151,2,5000,1,2000,3,8000,5000,-5
3152,2,5000,1,380,1,8000,7000,1
3153,2,0,8,0,8,0,0,6
3154,2,6000,1,9000,1,12000,18000,1
3155,2,7000,1,-5,-5,-5,-5,-5
3156,2,-5,-5,-5,-5,-5,-5,-5
3157,1,5000,1,12000,1,19000,30000,1
3158,1,1300,1,11200,1,14200,18000,1
3159,1,7000,1,12000,1,12000,16450,1
3160,1,800,4,5040,4,2500,5000,1
3161,1,-5,-5,-5,-5,-5,-5,-5
3162,1,1000,4,-5,-5,13000,17000,1
3163,1,-5,-5,3600,1,9000,15000,1
3164,1,1200,1,6500,1,12400,18995,1
3165,1,7750,1,-5,-5,-5,-5,-5
3166,1,8500,1,12000,1,-5,-5,-5
3167,1,0,8,-5,-5,-5,-5,-5
3168,1,-5,-5,2000,3,4500,15000,1
3169,1,6000,1,19000,1,-5,-5,1
3170,1,-5,-5,-5,-5,-5,-5,-5
3171,2,3400,1,2000,1,8000,8000,1
3172,2,1000,1,5000,1,6000,10000,2
3173,2,8000,1,13000,1,17000,20000,1
3174,1,-5,-5,-5,-5,-5,-5,-5
3175,1,-5,-5,-5,-5,-5,-5,-5
3176,1,1300,8,1500,2,3500,-1,1
3177,1,5200,1,10400,1,11700,4500,1
3178,2,-5,-5,-5,-5,-5,-5,-5
3179,2,0,1,10000,1,13000,16500,1
3180,2,-5,-5,-5,-5,-5,-5,3
3181,2,-5,-5,-5,-5,-5,-5,-5
3182,2,10000,1,13500,1,14500,-5,-5
3183,2,3500,1,-5,-5,-5,-5,-5
3184,2,-5,-5,-5,-5,-5,-5,-5
3185,2,0,3,1890,1,-4,-4,-5
3186,1,8956,1,12000,1,12000,19600,1
3187,1,0,4,9000,1,13500,15000,1
3188,1,7280,1,11000,1,20000,27000,1
3189,2,5000,1,-5,-5,-5,-5,-5
3190,2,-5,-5,-5,-5,-5,-5,-5
3191,1,6500,1,-1,1,-1,-1,1
3192,1,6500,1,23000,1,30000,45000,1
3193,2,0,8,-5,-5,5411,2000,1
3194,1,12000,1,-5,-5,-5,-5,-5
3195,1,0,1,12000,1,0,0,1
3196,1,8160,1,16000,1,19000,27000,1
3197,1,5200,1,15500,1,17000,17300,1
3198,1,7800,1,20000,1,20000,16000,1
3199,2,-5,-5,9400,1,7000,23000,1
3200,2,840,1,10801,1,-5,17000,1
3201,2,-5,-5,8500,1,15000,20000,1
3202,2,14500,1,22000,1,42000,28000,1
3203,2,8550,1,10000,1,15600,14560,1
3204,1,-5,-5,7400,1,9500,-5,-5
3205,1,6000,1,-5,-5,-5,-5,-5
3206,1,4000,1,8500,1,11664,13250,2
3207,1,1600,8,13000,1,14000,12000,1
3208,1,4000,1,-5,-5,-5,-5,-5
3209,1,2500,1,0,1,0,-5,1
3210,1,2000,8,12000,1,-4,30000,1
3211,1,4000,1,10000,1,15000,16500,1
3212,1,6000,2,8500,1,13000,9600,1
3213,1,-5,-5,0,1,25000,0,1
3214,1,0,1,-5,-5,-5,-5,-5
3215,2,4000,1,-5,-5,-5,-5,-5
3216,2,-5,-5,1300,1,4600,2000,1
3217,2,3000,1,-5,-5,-5,-5,-5
3218,2,-5,-5,-5,-5,-5,-5,-5
3219,1,9000,1,13000,1,9000,12000,-5
3220,1,7200,1,11000,1,14800,19800,1
3221,1,8000,1,30000,1,38400,45000,1
3222,1,-5,-5,11000,1,13750,16588,1
3223,1,-5,-5,-5,-5,-5,-5,-5
3224,1,6000,1,5000,1,8320,-4,1
3225,1,5720,1,8000,1,9000,8000,-5
3226,1,7000,1,12000,1,-5,-5,-5
3227,1,-5,-5,4100,1,10000,15500,1
3228,1,6298,1,10000,1,11500,15000,1
3229,1,7000,1,11500,1,14000,16120,1
3230,1,5000,1,700,1,0,0,1
3231,2,-5,-5,-5,-5,-5,-5,-5
3232,2,6000,1,400,1,5070,10000,1
3233,2,10000,1,14000,1,16000,21000,1
3234,2,3000,8,8000,1,13000,13000,1
3235,2,-5,-5,4000,3,5000,4000,2
3236,1,5300,1,10000,1,10000,11000,-5
3237,2,2500,3,4200,1,6200,8000,1
3238,2,1000,1,3000,1,5000,5000,1
3239,2,-5,-5,-5,-5,4000,5000,1
3240,2,3300,1,-5,-5,-5,-5,-5
3241,1,-4,2,0,8,0,-5,-5
3242,1,1600,1,6000,1,9700,15000,1
3243,1,600,1,-5,-5,-5,20000,-5
3244,1,5700,1,25000,1,19000,23400,1
3245,1,18000,1,22000,1,28000,50000,1
3246,2,-5,-5,-5,-5,-5,-5,-5
3247,2,3000,1,6000,1,10000,10000,1
3248,2,4700,1,6240,1,-5,7280,1
3249,2,-5,-5,-5,-5,-5,-5,-5
3250,2,2400,4,3100,3,10000,0,1
3251,2,-5,-5,-5,-5,-5,-5,-5
3252,2,0,4,7000,1,6720,7800,1
3253,2,-5,-5,-5,-5,-5,-5,1
3254,1,-5,-5,-5,-5,-5,-5,-5
3255,1,-5,-5,-5,-5,-5,-5,-5
3256,2,1400,1,6188,1,7000,6000,3
3257,2,4960,1,9000,1,8500,10400,1
3258,2,-5,-5,-5,-5,-5,-5,-5
3259,2,3000,1,-5,-5,-5,-5,-5
3260,2,-5,-5,0,3,3000,5000,3
3261,2,10000,1,10000,1,-5,-5,-5
3262,2,-5,-5,10500,1,11900,13000,1
3263,2,0,1,4387,1,7000,8000,1
3264,1,2800,1,0,1,40000,12000,1
3265,1,9000,1,17500,1,26000,30000,1
3266,1,10000,1,10000,1,17000,24000,1
3267,2,1300,1,7000,1,4320,6000,1
3268,2,2000,3,4680,1,5916,6700,1
3269,2,3200,1,5200,1,5720,1000,1
3270,1,-5,-5,150,1,0,0,-5
3271,1,-5,-5,-5,-5,-5,-5,-5
3272,1,-5,-5,5100,1,6000,0,1
3273,1,6500,1,-5,-5,-5,-5,-5
3274,2,2860,1,12000,1,20000,12000,1
3275,1,-4,1,-5,-5,-5,-5,-5
3276,1,-5,-5,-5,-5,-5,-5,1
3277,1,2400,1,8000,1,0,0,1
3278,2,4300,1,6266,1,7500,10000,2
3279,2,4100,1,8500,1,12000,11500,1
3280,1,4900,1,18500,1,24500,35000,1
3281,1,2500,1,6000,1,7800,13000,1
3282,1,600,1,10272,1,15840,18000,-5
3283,1,5700,1,13284,1,13000,18000,1
3284,1,1320,1,4400,1,4800,9000,1
3285,1,6500,1,-5,-5,-5,-5,-5
3286,1,7000,1,8500,1,10000,12000,1
3287,1,4800,1,12000,1,19000,32000,1
3288,1,2000,1,-4,1,1800,0,1
3289,1,6048,1,9852,1,13200,13000,1
3290,1,7200,2,5000,1,8320,10500,1
3291,2,3000,8,8000,1,13000,-4,-5
3292,1,2500,1,6500,1,-4,20000,1
3293,1,2600,1,10000,1,12500,16000,1
3294,1,-5,-5,13000,1,12000,18500,1
3295,1,-5,-5,-5,-5,-5,-5,-5
3296,1,-5,-5,-5,-5,-5,-5,-5
3297,1,4800,1,3000,1,-5,-5,-5
3298,1,4290,1,15000,1,6000,15000,1
3299,1,-5,-5,-5,-5,-5,-5,-5
3300,1,-5,-5,-5,-5,-5,-5,-5
3301,1,7862,1,-5,-5,14000,-1,2
3302,1,5002,1,10000,2,10000,5000,1
3303,2,-5,-5,-5,-5,-5,-5,-5
3304,2,-5,-5,-5,-5,-5,-5,-5
3305,2,10000,1,12200,1,-1,-1,-5
3306,2,1100,1,-5,-5,-5,-5,1
3307,2,2500,1,-5,-5,-5,-5,-5
3308,2,3700,1,0,6,10000,0,1
3309,2,6000,1,-5,-5,-5,-5,-5
3310,2,-5,-5,3000,3,9000,-5,1
3311,2,7500,1,9916,1,16000,16205,1
3312,1,4500,1,1300,6,0,8000,1
3313,2,4000,1,7500,1,7500,11000,1
3314,2,2000,1,3705,4,5200,7000,1
3315,2,4598,1,5720,1,10000,11423,1
3316,2,4680,1,4000,3,-5,7000,1
3317,2,650,4,-5,-5,-5,-5,3
3318,1,9000,1,18000,1,25000,28300,1
3319,1,10700,1,25000,1,29800,34000,1
3320,1,310,1,2500,1,6500,10500,1
3321,1,-5,-5,-5,-5,-5,-5,-5
3322,1,9000,1,23000,1,32000,40000,1
3323,2,3250,1,7012,1,8000,9000,1
3324,2,-5,-5,-5,-5,11000,10000,1
3325,2,-5,-5,-5,-5,-5,-5,-5
3326,2,0,3,600,1,22000,13500,1
3327,2,600,8,6500,1,7000,8000,1
3328,1,800,1,8000,1,18000,22000,1
3329,1,-5,-5,7200,1,9000,9000,1
3330,2,4417,1,6000,1,9500,-5,3
3331,2,4013,1,-5,-5,-5,-5,-5
3332,2,1168,3,0,6,-5,-5,-5
3333,2,3848,1,7500,1,9800,9000,1
3334,2,2400,1,-5,-5,-5,-5,-5
3335,2,0,4,-5,-5,-5,-5,-5
3336,2,-5,-5,-5,-5,-5,-5,-5
3337,2,-5,-5,-5,-5,-5,-5,-5
3338,2,2800,1,12500,1,13000,20000,1
3339,2,0,4,14000,3,0,29000,1
3340,2,2340,1,4700,1,-4,-4,2
3341,1,4000,1,8500,1,23000,18000,1
3342,1,6696,1,12500,1,12000,15000,1
3343,1,15600,1,0,1,0,0,1
3344,1,-5,-5,-5,-5,-5,-5,-5
3345,1,10200,1,18000,1,17500,24000,-5
3346,1,7500,1,12000,1,15000,18000,1
3347,1,5000,1,12000,1,18200,17000,1
3348,1,4100,1,4860,1,6000,-4,3
3349,1,11500,1,17000,1,20500,28000,1
3350,1,400,3,-5,-5,7800,9000,3
3351,1,7000,1,12500,1,13000,20000,1
3352,1,-5,-5,18000,1,24000,36000,1
3353,1,-5,-5,11000,1,5700,0,1
3354,1,3900,1,5000,1,6000,7900,1
3355,1,10000,1,22000,1,-5,-5,-5
3356,1,9500,1,16000,1,21000,24000,1
3357,1,30000,1,16000,1,25000,23000,1
3358,1,6000,1,9000,1,13000,15000,1
3359,1,4000,3,1200,3,5000,8500,3
3360,1,12000,1,16000,1,19500,21000,1
3361,1,3079,1,8000,1,10500,16000,1
3362,1,8500,1,15000,1,20000,30000,1
3363,1,8000,1,18000,2,26500,30000,1
3364,1,10250,1,15000,1,13000,18000,1
3365,2,4500,1,5200,1,5980,-5,-5
3366,2,5000,1,-4,8,5000,5600,3
3367,2,-5,-5,11500,1,16500,31000,1
3368,2,1070,1,9200,1,10000,13260,1
3369,2,5720,1,8736,1,9360,9000,1
3370,1,-5,-5,800,1,17000,20000,1
3371,1,8400,1,18000,1,25000,32000,1
3372,1,2500,4,-5,-5,-5,-5,-5
3373,1,4000,3,19000,1,22500,26500,1
3374,2,12000,1,10300,1,15500,16000,1
3375,2,6800,1,11000,1,15500,13000,2
3376,1,1747,1,7800,3,13000,12000,3
3377,2,-5,-5,-5,-5,9000,11000,1
3378,2,5200,2,5500,1,6800,10000,2
3379,1,4000,1,7600,1,10400,8000,1
3380,1,3000,1,-5,-5,-5,-5,-5
3381,1,1500,1,9000,1,14400,-5,-5
3382,1,4000,1,-5,-5,-5,-5,-5
3383,1,3800,3,0,8,5500,-5,-5
3384,1,2400,1,4700,1,6760,6500,1
3385,1,-5,-5,-5,-5,-5,-5,-5
3386,1,6000,1,0,1,0,0,1
3387,2,-5,-5,0,4,0,-5,3
3388,1,6500,1,12000,1,18100,22000,1
3389,1,-5,-5,6000,1,-5,6000,-5
3390,1,-5,-5,-5,-5,-5,-5,-5
3391,1,1200,3,1000,1,2000,9500,1
3392,1,6300,1,-5,-5,-5,-5,-5
3393,1,5000,1,-5,-5,-5,-5,-5
3394,1,9600,1,-5,-5,-5,-5,1
3395,1,9200,1,16000,1,23000,26000,1
3396,1,3000,1,12000,1,15000,23000,1
