"R0000100","R0002300","R0385200","R0543950","R0682100"
2442,1,1,1,1
2443,1,1,-5,-5
2444,1,1,1,1
2445,1,1,1,1
2446,1,1,1,1
2447,1,-5,-5,1
2448,1,-5,-5,-5
2449,2,-5,-5,-5
2450,2,1,1,1
2451,1,3,1,1
2452,2,1,-5,-5
2453,2,-5,-5,-5
2454,2,-5,-5,-5
2455,2,3,-5,-5
2456,2,1,-5,-5
2457,2,1,2,1
2458,2,1,1,1
2459,2,3,-5,-5
2460,1,1,1,1
2461,1,1,1,1
2462,2,1,1,1
2463,2,-5,1,1
2464,2,1,8,-5
2465,2,1,-5,1
2466,2,1,8,1
2467,1,4,1,1
2468,1,4,1,4
2469,2,-5,-5,-5
2470,2,1,1,-5
2471,2,1,-5,1
2472,2,-5,-5,-5
2473,2,3,3,1
2474,2,-5,3,3
2475,2,1,1,-5
2476,2,-5,-5,-5
2477,2,1,1,1
2478,2,1,1,1
2479,2,1,1,1
2480,2,1,1,1
2481,2,-5,3,-5
2482,2,-5,-5,-5
2483,1,1,1,-5
2484,2,1,-5,-5
2485,2,1,1,1
2486,2,1,1,1
2487,2,1,1,1
2488,2,1,1,1
2489,1,-5,1,1
2490,1,-5,-5,-5
2491,1,1,1,-5
2492,1,1,2,1
2493,1,1,1,3
2494,2,-5,-5,-5
2495,2,3,-5,-5
2496,2,1,-5,-5
2497,2,1,3,-5
2498,2,1,-5,-5
2499,2,1,1,1
2500,2,3,1,8
2501,2,1,1,1
2502,2,3,1,3
2503,2,1,3,-5
2504,1,2,1,1
2505,2,-5,1,1
2506,2,1,1,1
2507,2,1,1,-5
2508,2,-5,-5,1
2509,2,1,1,3
2510,1,1,1,2
2511,2,1,1,1
2512,2,1,1,1
2513,2,1,1,1
2514,2,-5,1,1
2515,2,1,1,1
2516,2,1,1,1
2517,2,3,1,1
2518,2,1,2,1
2519,2,1,8,-5
2520,1,1,1,1
2521,1,-5,-5,-5
2522,1,8,1,1
2523,1,1,1,1
2524,1,1,1,1
2525,1,-5,-5,-5
2526,1,1,1,1
2527,1,1,1,1
2528,1,1,1,1
2529,1,1,4,1
2530,2,-5,-5,-5
2531,2,1,1,1
2532,2,-5,1,-5
2533,2,-5,1,1
2534,2,1,1,1
2535,2,-5,-5,-5
2536,2,1,1,1
2537,2,1,3,3
2538,2,1,1,1
2539,2,-5,-5,-5
2540,1,1,1,1
2541,1,1,8,1
2542,1,1,1,1
2543,1,1,1,1
2544,1,4,1,1
2545,1,1,1,1
2546,1,1,1,1
2547,1,1,-5,-5
2548,1,1,1,-5
2549,1,1,1,1
2550,2,1,-5,1
2551,2,-5,-5,-5
2552,2,1,1,1
2553,2,-5,-5,-5
2554,2,1,1,-5
2555,2,-5,-5,-5
2556,2,-5,-5,-5
2557,2,1,3,1
2558,1,1,1,1
2559,1,4,1,-5
2560,2,1,-5,-5
2561,1,1,1,1
2562,1,1,1,-5
2563,2,4,1,3
2564,2,1,1,-5
2565,2,3,3,1
2566,2,-5,-5,-5
2567,2,-5,-5,-5
2568,2,1,-5,3
2569,1,1,-5,-5
2570,1,1,1,1
2571,2,8,8,-5
2572,1,1,1,1
2573,2,-5,-5,-5
2574,2,-5,1,1
2575,2,-5,1,1
2576,2,-5,1,1
2577,2,-5,-5,-5
2578,2,-5,1,-5
2579,1,1,1,1
2580,1,1,1,1
2581,1,1,1,1
2582,1,-5,1,1
2583,1,1,1,1
2584,1,1,1,1
2585,1,1,3,8
2586,1,1,1,1
2587,1,1,1,-5
2588,1,1,-5,-5
2589,2,1,1,1
2590,2,-5,-5,-5
2591,1,1,1,-5
2592,1,1,-5,-5
2593,1,1,1,1
2594,1,1,1,1
2595,2,-5,1,1
2596,1,3,1,1
2597,1,3,1,-5
2598,1,-5,-5,-5
2599,2,1,8,1
2600,2,1,1,1
2601,2,-5,-5,-5
2602,2,1,1,1
2603,1,1,1,1
2604,2,2,1,-5
2605,2,8,1,1
2606,2,2,1,1
2607,2,3,1,1
2608,2,1,1,1
2609,1,1,-5,-5
2610,1,1,1,1
2611,1,2,1,1
2612,1,1,1,1
2613,2,1,2,-5
2614,1,1,-5,-5
2615,1,-5,-5,-5
2616,1,1,-5,1
2617,1,-5,-5,-5
2618,1,1,1,1
2619,1,1,1,1
2620,2,1,1,-5
2621,2,1,1,1
2622,2,1,3,1
2623,2,8,-5,-5
2624,2,-5,-5,-5
2625,2,1,-5,1
2626,2,-5,1,-5
2627,2,1,1,1
2628,1,1,1,1
2629,1,-5,1,1
2630,1,1,8,8
2631,1,1,6,8
2632,1,1,1,1
2633,2,1,1,1
2634,1,3,1,-5
2635,2,-5,-5,-5
2636,1,1,1,1
2637,1,4,1,1
2638,1,1,1,1
2639,1,1,1,1
2640,1,1,1,-5
2641,1,-5,-5,-5
2642,1,3,1,1
2643,2,-5,-5,-5
2644,2,-5,-5,-5
2645,1,1,1,1
2646,1,4,1,1
2647,1,-5,-5,-5
2648,1,1,-5,-5
2649,1,8,1,1
2650,2,-5,-5,1
2651,1,-5,-5,-5
2652,2,1,1,1
2653,2,8,-5,-5
2654,2,-5,-5,-5
2655,2,1,-5,3
2656,2,-5,-5,-5
2657,1,1,3,1
2658,1,-5,-5,-5
2659,1,8,2,4
2660,1,-5,-5,-5
2661,2,1,1,-5
2662,2,-5,-5,-5
2663,2,1,-5,-5
2664,1,-5,-5,-5
2665,1,1,3,-5
2666,1,-5,1,-5
2667,1,1,2,1
2668,1,1,1,1
2669,1,1,1,1
2670,1,1,1,1
2671,1,3,2,2
2672,1,1,1,1
2673,1,1,1,1
2674,1,1,1,1
2675,2,1,1,1
2676,2,-5,-5,3
2677,2,-5,1,1
2678,2,1,1,1
2679,2,1,1,1
2680,2,2,-5,-5
2681,2,3,-5,-5
2682,2,1,1,-5
2683,2,1,1,1
2684,2,-5,-5,-5
2685,1,1,1,-5
2686,1,1,1,1
2687,2,1,1,-5
2688,2,1,-5,-5
2689,2,-5,1,2
2690,2,2,1,-5
2691,1,1,1,-5
2692,1,2,1,1
2693,3,1,-5,-5
2694,2,1,-5,1
2695,2,1,1,1
2696,2,-5,-5,-5
2697,2,8,3,3
2698,2,-5,1,1
2699,2,-5,-5,-5
2700,2,-5,-5,-5
2701,2,1,-5,1
2702,2,1,1,1
2703,1,-5,-5,-5
2704,2,-5,-5,-5
2705,2,1,-5,1
2706,2,3,-5,-5
2707,2,1,2,1
2708,2,1,1,1
2709,2,1,-5,-5
2710,2,1,1,1
2711,2,-5,-5,-5
2712,2,1,1,1
2713,2,1,1,-5
2714,2,-5,-5,-5
2715,2,-5,-5,-5
2716,2,-5,-5,-5
2717,2,-5,-5,1
2718,2,1,-5,-5
2719,2,-5,8,8
2720,2,-5,-5,-5
2721,2,1,1,-5
2722,2,-5,1,-5
2723,2,-5,1,-5
2724,2,1,-5,1
2725,2,1,6,8
2726,2,1,-5,-5
2727,2,1,-5,-5
2728,1,3,1,1
2729,1,4,1,1
2730,2,4,1,1
2731,2,1,1,1
2732,2,1,1,2
2733,1,1,1,1
2734,1,4,1,1
2735,1,1,1,1
2736,2,1,1,1
2737,2,1,1,1
2738,1,1,3,1
2739,1,1,1,1
2740,1,3,1,1
2741,1,2,1,-5
2742,1,1,1,2
2743,1,1,1,1
2744,1,1,1,1
2745,2,1,1,1
2746,2,-5,-5,3
2747,2,-5,1,-5
2748,2,1,3,1
2749,2,3,1,1
2750,2,1,1,1
2751,1,1,1,1
2752,2,1,-5,4
2753,1,1,1,1
2754,1,-5,1,-5
2755,1,1,1,1
2756,1,1,1,1
2757,1,1,1,1
2758,1,-5,-5,-5
2759,1,1,-5,-5
2760,1,-5,-5,-5
2761,1,-5,1,1
2762,1,1,1,1
2763,1,-5,1,1
2764,1,1,1,1
2765,1,-5,4,-5
2766,1,-5,-5,2
2767,1,1,-5,-5
2768,1,4,1,1
2769,1,1,1,1
2770,1,3,1,1
2771,1,-5,-5,1
2772,1,1,1,1
2773,1,-5,-5,-5
2774,1,4,-5,-5
2775,1,1,1,1
2776,1,1,1,1
2777,1,-5,-5,-5
2778,1,1,-5,1
2779,2,1,-5,-5
2780,1,-5,1,1
2781,1,-5,-5,-5
2782,2,4,1,1
2783,2,4,1,-5
2784,1,1,3,-5
2785,1,1,1,-5
2786,2,-5,-5,-5
2787,2,-5,1,1
2788,2,1,-5,1
2789,2,1,6,8
2790,2,1,1,1
2791,1,-5,1,1
2792,2,3,1,1
2793,1,8,1,3
2794,1,-5,1,1
2795,1,-5,-5,-5
2796,1,-5,1,1
2797,1,1,-5,-5
2798,2,1,1,1
2799,1,3,1,-5
2800,1,1,-5,-5
2801,1,1,-5,-5
2802,1,1,-5,-5
2803,1,1,1,1
2804,1,1,1,2
2805,2,1,1,2
2806,2,1,1,2
2807,2,-5,-5,-5
2808,2,3,-5,-5
2809,2,-5,3,-5
2810,2,1,1,-5
2811,2,3,3,-5
2812,1,1,-5,-5
2813,1,1,1,1
2814,1,-5,-5,-5
2815,1,1,1,1
2816,1,1,1,1
2817,2,-5,-5,1
2818,2,-5,1,1
2819,1,1,1,1
2820,2,1,1,1
2821,1,8,1,1
2822,1,1,1,1
2823,1,1,1,1
2824,1,1,-5,-5
2825,1,-5,1,1
2826,1,-5,-5,-5
2827,1,3,1,1
2828,1,1,1,2
2829,1,2,1,1
2830,1,1,1,1
2831,1,1,1,1
2832,1,-5,1,1
2833,1,1,1,1
2834,1,6,8,8
2835,1,1,1,1
2836,1,-5,1,1
2837,1,1,-5,-5
2838,1,-5,-5,-5
2839,1,1,1,1
2840,1,-5,1,1
2841,1,1,2,3
2842,1,-5,-5,-5
2843,1,8,1,1
2844,2,1,3,1
2845,2,1,1,-5
2846,2,1,1,1
2847,2,4,2,1
2848,2,-5,-5,-5
2849,2,3,2,3
2850,2,-5,-5,-5
2851,2,-5,-5,8
2852,2,1,1,1
2853,2,2,1,1
2854,1,2,1,1
2855,1,2,1,2
2856,1,-5,-5,-5
2857,1,4,1,1
2858,2,-5,-5,-5
2859,2,1,1,1
2860,2,1,3,1
2861,2,1,1,-5
2862,2,-5,1,1
2863,2,-5,1,1
2864,2,1,-5,1
2865,2,-5,-5,-5
2866,2,-5,-5,-5
2867,2,-5,-5,-5
2868,1,1,1,1
2869,2,-5,1,1
2870,2,-5,-5,-5
2871,1,1,1,1
2872,1,8,4,8
2873,1,1,1,1
2874,1,1,1,1
2875,1,1,1,-5
2876,2,-5,-5,-5
2877,2,1,1,-5
2878,2,-5,-5,-5
2879,2,-5,-5,-5
2880,2,-5,1,1
2881,2,1,-5,-5
2882,2,-5,1,1
2883,2,1,1,1
2884,2,3,1,-5
2885,1,1,1,1
2886,1,1,1,1
2887,2,-5,-5,-5
2888,2,1,1,1
2889,2,1,1,1
2890,2,1,1,1
2891,2,1,1,1
2892,1,1,1,1
2893,1,-5,-5,-5
2894,2,-5,-5,-5
2895,1,1,1,1
2896,2,-5,-5,-5
2897,1,1,1,1
2898,1,-5,-5,-5
2899,1,-5,-5,-5
2900,1,-5,-5,-5
2901,1,1,1,1
2902,2,1,-5,1
2903,1,1,1,1
2904,1,-5,-5,-5
2905,2,1,1,1
2906,2,1,3,1
2907,2,1,3,1
2908,2,-5,1,1
2909,2,1,1,1
2910,2,-5,1,3
2911,2,1,1,3
2912,2,-5,1,-5
2913,1,-5,1,1
2914,1,3,-5,-5
2915,1,3,-5,-5
2916,1,1,1,1
2917,1,1,2,1
2918,1,8,1,1
2919,1,-5,4,1
2920,1,-5,-5,-5
2921,1,1,1,-5
2922,2,-5,1,-5
2923,1,4,4,4
2924,1,4,4,3
2925,1,1,1,1
2926,1,1,1,1
2927,1,1,2,1
2928,1,1,1,2
2929,1,1,4,1
2930,1,4,1,1
2931,1,1,1,1
2932,1,1,1,1
2933,1,8,-5,-5
2934,2,-5,-5,-5
2935,2,3,-5,-5
2936,2,4,1,1
2937,2,3,1,1
2938,2,6,-5,-5
2939,2,2,1,1
2940,2,1,-5,-5
2941,2,-5,-5,-5
2942,2,1,1,1
2943,2,1,1,1
2944,2,-5,-5,-5
2945,1,1,1,1
2946,1,1,1,1
2947,1,1,1,1
2948,1,2,1,1
2949,1,-5,-5,-5
2950,1,4,1,3
2951,1,1,1,1
2952,1,1,-5,-5
2953,1,1,1,1
2954,1,2,1,2
2955,1,-5,-5,-5
2956,1,1,1,1
2957,1,1,1,1
2958,1,4,1,1
2959,1,4,4,-5
2960,1,-5,1,-5
2961,1,1,1,1
2962,1,1,1,1
2963,1,1,1,1
2964,1,1,1,1
2965,1,1,1,-5
2966,1,1,1,1
2967,1,1,1,1
2968,1,-5,1,1
2969,1,1,-5,-5
2970,1,-5,-5,-5
2971,1,1,1,1
2972,1,6,1,2
2973,1,1,8,6
2974,1,1,1,1
2975,1,1,1,1
2976,1,1,1,1
2977,1,-5,-5,-5
2978,1,1,1,1
2979,1,1,1,1
2980,1,4,1,1
2981,1,1,1,1
2982,1,1,2,1
2983,1,1,1,1
2984,1,1,1,1
2985,1,1,1,1
2986,1,1,1,1
2987,1,1,1,1
2988,1,1,1,1
2989,1,2,1,1
2990,1,1,1,-5
2991,1,-5,1,1
2992,1,1,1,1
2993,1,1,1,1
2994,1,-5,-5,-5
2995,1,-5,-5,-5
2996,1,1,1,1
2997,1,-5,-5,-5
2998,2,1,1,1
2999,2,1,1,1
3000,2,1,8,-5
3001,2,-5,1,1
3002,2,1,1,1
3003,1,1,-5,-5
3004,1,1,1,1
3005,1,-5,-5,-5
3006,1,1,-5,-5
3007,1,1,-5,-5
3008,1,1,1,1
3009,1,-5,-5,-5
3010,1,1,-5,-5
3011,1,-5,-5,-5
3012,1,4,1,1
3013,1,1,1,1
3014,1,1,-5,1
3015,1,1,1,1
3016,1,1,-5,-5
3017,1,-5,-5,-5
3018,1,1,1,-5
3019,1,1,4,-5
3020,1,-5,1,-5
3021,1,1,1,-5
3022,1,1,1,1
3023,1,1,1,1
3024,1,6,-5,-5
3025,2,1,1,1
3026,2,1,-5,-5
3027,2,-5,3,3
3028,2,1,-5,-5
3029,2,1,1,1
3030,2,1,1,1
3031,2,1,-5,1
3032,2,1,1,1
3033,2,1,1,1
3034,2,1,1,1
3035,1,1,-5,-5
3036,1,-5,1,1
3037,1,1,1,1
3038,2,1,1,1
3039,2,1,1,1
3040,1,1,1,2
3041,1,1,1,1
3042,1,1,1,1
3043,2,-5,1,-5
3044,2,1,1,-5
3045,2,-5,-5,-5
3046,2,-5,-5,-5
3047,2,1,1,1
3048,2,1,1,-5
3049,2,3,1,-5
3050,2,1,1,8
3051,2,1,-5,-5
3052,2,8,1,1
3053,2,-5,-5,-5
3054,2,1,1,1
3055,2,-5,-5,-5
3056,2,4,1,1
3057,2,1,-5,-5
3058,2,-5,-5,-5
3059,1,-5,1,3
3060,2,1,2,3
3061,1,1,1,1
3062,1,-5,1,1
3063,1,4,1,1
3064,2,1,1,1
3065,2,1,1,1
3066,2,1,1,1
3067,2,1,1,1
3068,2,1,-5,1
3069,2,3,-5,-5
3070,2,-5,-5,-5
3071,2,1,3,1
3072,2,1,1,1
3073,1,1,-5,-5
3074,1,3,1,1
3075,1,1,1,1
3076,1,1,-5,-5
3077,1,1,1,1
3078,1,-5,1,1
3079,2,1,1,3
3080,2,-5,-5,-5
3081,1,1,8,1
3082,2,1,1,1
3083,2,1,-5,-5
3084,1,1,1,1
3085,1,1,3,1
3086,1,1,1,1
3087,2,8,4,1
3088,1,1,1,1
3089,1,1,1,1
3090,2,3,1,1
3091,1,1,1,1
3092,1,-5,-5,-5
3093,1,3,1,1
3094,1,-5,-5,-5
3095,1,-5,-5,-5
3096,2,-5,-5,-5
3097,1,1,1,1
3098,1,1,1,-5
3099,1,1,1,1
3100,1,1,-5,-5
3101,1,-5,1,1
3102,2,1,8,1
3103,2,3,-5,-5
3104,1,1,1,1
3105,1,-5,-5,-5
3106,1,-5,-5,-5
3107,1,2,1,-5
3108,1,1,1,1
3109,2,1,1,3
3110,1,-5,1,1
3111,1,-5,1,1
3112,1,1,3,1
3113,1,6,6,6
3114,1,1,1,-5
3115,1,1,1,1
3116,1,3,2,1
3117,1,1,1,1
3118,1,1,1,1
3119,2,1,1,1
3120,2,1,1,3
3121,2,-5,-5,-5
3122,2,1,1,1
3123,2,-5,-5,1
3124,2,-5,-5,-5
3125,2,-5,-5,-5
3126,2,1,1,1
3127,2,-5,1,1
3128,2,1,1,2
3129,2,1,1,1
3130,1,1,1,-5
3131,1,-5,-5,-5
3132,2,1,1,2
3133,2,1,2,1
3134,1,1,1,1
3135,2,1,1,1
3136,1,1,3,-5
3137,2,1,1,1
3138,2,1,1,1
3139,1,1,1,1
3140,1,4,1,1
3141,2,-5,-5,-5
3142,2,1,1,1
3143,2,1,1,1
3144,2,1,1,1
3145,2,1,1,1
3146,2,-5,-5,-5
3147,2,-5,1,1
3148,2,3,-5,-5
3149,2,1,1,-5
3150,1,1,2,1
3151,2,1,3,-5
3152,2,1,1,1
3153,2,8,8,6
3154,2,1,1,1
3155,2,1,-5,-5
3156,2,-5,-5,-5
3157,1,1,1,1
3158,1,1,1,1
3159,1,1,1,1
3160,1,4,4,1
3161,1,-5,-5,-5
3162,1,4,-5,1
3163,1,-5,1,1
3164,1,1,1,1
3165,1,1,-5,-5
3166,1,1,1,-5
3167,1,8,-5,-5
3168,1,-5,3,1
3169,1,1,1,1
3170,1,-5,-5,-5
3171,2,1,1,1
3172,2,1,1,2
3173,2,1,1,1
3174,1,-5,-5,-5
3175,1,-5,-5,-5
3176,1,8,2,1
3177,1,1,1,1
3178,2,-5,-5,-5
3179,2,1,1,1
3180,2,-5,-5,3
3181,2,-5,-5,-5
3182,2,1,1,-5
3183,2,1,-5,-5
3184,2,-5,-5,-5
3185,2,3,1,-5
3186,1,1,1,1
3187,1,4,1,1
3188,1,1,1,1
3189,2,1,-5,-5
3190,2,-5,-5,-5
3191,1,1,1,1
3192,1,1,1,1
3193,2,8,-5,1
3194,1,1,-5,-5
3195,1,1,1,1
3196,1,1,1,1
3197,1,1,1,1
3198,1,1,1,1
3199,2,-5,1,1
3200,2,1,1,1
3201,2,-5,1,1
3202,2,1,1,1
3203,2,1,1,1
3204,1,-5,1,-5
3205,1,1,-5,-5
3206,1,1,1,2
3207,1,8,1,1
3208,1,1,-5,-5
3209,1,1,1,1
3210,1,8,1,1
3211,1,1,1,1
3212,1,2,1,1
3213,1,-5,1,1
3214,1,1,-5,-5
3215,2,1,-5,-5
3216,2,-5,1,1
3217,2,1,-5,-5
3218,2,-5,-5,-5
3219,1,1,1,-5
3220,1,1,1,1
3221,1,1,1,1
3222,1,-5,1,1
3223,1,-5,-5,-5
3224,1,1,1,1
3225,1,1,1,-5
3226,1,1,1,-5
3227,1,-5,1,1
3228,1,1,1,1
3229,1,1,1,1
3230,1,1,1,1
3231,2,-5,-5,-5
3232,2,1,1,1
3233,2,1,1,1
3234,2,8,1,1
3235,2,-5,3,2
3236,1,1,1,-5
3237,2,3,1,1
3238,2,1,1,1
3239,2,-5,-5,1
3240,2,1,-5,-5
3241,1,2,8,-5
3242,1,1,1,1
3243,1,1,-5,-5
3244,1,1,1,1
3245,1,1,1,1
3246,2,-5,-5,-5
3247,2,1,1,1
3248,2,1,1,1
3249,2,-5,-5,-5
3250,2,4,3,1
3251,2,-5,-5,-5
3252,2,4,1,1
3253,2,-5,-5,1
3254,1,-5,-5,-5
3255,1,-5,-5,-5
3256,2,1,1,3
3257,2,1,1,1
3258,2,-5,-5,-5
3259,2,1,-5,-5
3260,2,-5,3,3
3261,2,1,1,-5
3262,2,-5,1,1
3263,2,1,1,1
3264,1,1,1,1
3265,1,1,1,1
3266,1,1,1,1
3267,2,1,1,1
3268,2,3,1,1
3269,2,1,1,1
3270,1,-5,1,-5
3271,1,-5,-5,-5
3272,1,-5,1,1
3273,1,1,-5,-5
3274,2,1,1,1
3275,1,1,-5,-5
3276,1,-5,-5,1
3277,1,1,1,1
3278,2,1,1,2
3279,2,1,1,1
3280,1,1,1,1
3281,1,1,1,1
3282,1,1,1,-5
3283,1,1,1,1
3284,1,1,1,1
3285,1,1,-5,-5
3286,1,1,1,1
3287,1,1,1,1
3288,1,1,1,1
3289,1,1,1,1
3290,1,2,1,1
3291,2,8,1,-5
3292,1,1,1,1
3293,1,1,1,1
3294,1,-5,1,1
3295,1,-5,-5,-5
3296,1,-5,-5,-5
3297,1,1,1,-5
3298,1,1,1,1
3299,1,-5,-5,-5
3300,1,-5,-5,-5
3301,1,1,-5,2
3302,1,1,2,1
3303,2,-5,-5,-5
3304,2,-5,-5,-5
3305,2,1,1,-5
3306,2,1,-5,1
3307,2,1,-5,-5
3308,2,1,6,1
3309,2,1,-5,-5
3310,2,-5,3,1
3311,2,1,1,1
3312,1,1,6,1
3313,2,1,1,1
3314,2,1,4,1
3315,2,1,1,1
3316,2,1,3,1
3317,2,4,-5,3
3318,1,1,1,1
3319,1,1,1,1
3320,1,1,1,1
3321,1,-5,-5,-5
3322,1,1,1,1
3323,2,1,1,1
3324,2,-5,-5,1
3325,2,-5,-5,-5
3326,2,3,1,1
3327,2,8,1,1
3328,1,1,1,1
3329,1,-5,1,1
3330,2,1,1,3
3331,2,1,-5,-5
3332,2,3,6,-5
3333,2,1,1,1
3334,2,1,-5,-5
3335,2,4,-5,-5
3336,2,-5,-5,-5
3337,2,-5,-5,-5
3338,2,1,1,1
3339,2,4,3,1
3340,2,1,1,2
3341,1,1,1,1
3342,1,1,1,1
3343,1,1,1,1
3344,1,-5,-5,-5
3345,1,1,1,-5
3346,1,1,1,1
3347,1,1,1,1
3348,1,1,1,3
3349,1,1,1,1
3350,1,3,-5,3
3351,1,1,1,1
3352,1,-5,1,1
3353,1,-5,1,1
3354,1,1,1,1
3355,1,1,1,-5
3356,1,1,1,1
3357,1,1,1,1
3358,1,1,1,1
3359,1,3,3,3
3360,1,1,1,1
3361,1,1,1,1
3362,1,1,1,1
3363,1,1,2,1
3364,1,1,1,1
3365,2,1,1,-5
3366,2,1,8,3
3367,2,-5,1,1
3368,2,1,1,1
3369,2,1,1,1
3370,1,-5,1,1
3371,1,1,1,1
3372,1,4,-5,-5
3373,1,3,1,1
3374,2,1,1,1
3375,2,1,1,2
3376,1,1,3,3
3377,2,-5,-5,1
3378,2,2,1,2
3379,1,1,1,1
3380,1,1,-5,-5
3381,1,1,1,-5
3382,1,1,-5,-5
3383,1,3,8,-5
3384,1,1,1,1
3385,1,-5,-5,-5
3386,1,1,1,1
3387,2,-5,4,3
3388,1,1,1,1
3389,1,-5,1,-5
3390,1,-5,-5,-5
3391,1,3,1,1
3392,1,1,-5,-5
3393,1,1,-5,-5
3394,1,1,-5,1
3395,1,1,1,1
3396,1,1,1,1
3397,2,1,-5,-5
3398,2,-5,1,1
3399,1,1,-5,-5
3400,1,1,1,1
3401,1,-5,-5,-5
3402,1,-5,1,1
3403,1,1,1,1
3404,1,1,1,1
3405,2,1,-5,1
3406,2,-5,-5,-5
3407,2,1,3,-5
3408,2,-5,-5,-5
3409,2,3,-5,-5
3410,2,1,1,1
3411,2,8,1,1
3412,2,1,1,1
3413,2,1,1,1
3414,2,3,1,-5
3415,2,1,1,1
3416,1,-5,-5,-5
3417,2,-5,-5,1
3418,2,-5,-5,-5
3419,2,-5,-5,-5
3420,2,-5,6,6
3421,2,1,-5,-5
3422,2,1,-5,-5
3423,2,1,3,-5
3424,2,1,1,1
3425,2,2,-5,-5
3426,1,1,1,1
3427,1,1,1,1
3428,1,1,1,3
3429,1,1,1,1
3430,1,-5,-5,-5
3431,1,1,-5,-5
3432,1,-5,-5,-5
3433,1,1,1,1
3434,2,1,1,1
3435,2,-5,1,1
3436,2,1,-5,-5
3437,1,1,1,1
3438,1,1,1,1
3439,1,1,1,1
3440,1,1,1,1
3441,1,1,1,1
3442,1,1,1,1
3443,1,1,1,1
3444,1,1,1,-5
3445,2,-5,-5,-5
3446,2,1,-5,1
3447,2,-5,-5,-5
3448,2,-5,-5,-5
3449,2,-5,1,1
3450,2,-5,-5,-5
3451,2,1,1,1
3452,2,-5,-5,-5
3453,2,1,1,1
3454,2,1,-5,1
3455,2,-5,1,1
3456,2,-5,1,1
3457,2,-5,-5,-5
3458,2,1,1,1
3459,2,4,1,1
3460,2,1,-5,-5
3461,2,1,1,1
3462,2,1,1,1
3463,2,1,1,1
3464,2,1,1,-5
3465,2,1,1,1
3466,2,1,3,-5
3467,2,1,1,-5
3468,2,1,1,1
3469,2,1,-5,-5
3470,2,1,1,1
3471,2,1,1,-5
3472,1,2,1,1
3473,1,-5,-5,-5
3474,1,1,1,1
3475,1,1,1,1
3476,1,1,1,1
3477,2,1,1,-5
3478,1,1,1,1
3479,2,1,1,1
3480,1,1,1,1
3481,1,-5,-5,-5
3482,2,1,1,-5
3483,2,3,1,1
3484,2,1,1,1
3485,1,1,1,1
3486,2,1,1,1
3487,2,1,1,1
3488,2,1,1,1
3489,2,1,1,1
3490,1,1,1,1
3491,2,-5,1,1
3492,2,1,1,1
3493,2,-5,3,1
3494,2,1,1,-5
3495,2,-5,1,1
3496,2,3,1,1
3497,1,1,1,1
3498,1,1,1,1
3499,2,1,1,1
3500,2,4,1,1
3501,2,1,1,1
3502,2,1,3,1
3503,2,1,1,1
3504,1,1,1,1
3505,1,1,1,1
3506,1,-5,-5,-5
3507,1,1,-5,1
3508,2,1,8,2
3509,1,1,1,1
3510,1,-5,3,-5
3511,1,1,1,1
3512,1,-5,1,-5
3513,1,-5,1,-5
3514,1,1,1,1
3515,1,1,1,-5
3516,1,1,-5,-5
3517,1,-5,-5,-5
3518,1,1,-5,-5
3519,1,8,8,6
3520,1,2,3,1
3521,1,-5,1,1
3522,1,1,1,1
3523,1,3,2,1
3524,1,8,8,6
3525,1,-5,-5,-5
3526,1,1,1,1
3527,1,1,1,1
3528,1,1,1,1
3529,1,-5,-5,-5
3530,1,1,1,1
3531,1,1,1,1
3532,1,1,-5,1
3533,1,1,1,-5
3534,1,1,1,1
3535,1,1,1,1
3536,1,1,1,1
3537,1,1,1,1
3538,1,1,1,1
3539,2,1,4,1
3540,2,1,1,-5
3541,1,1,-5,-5
3542,1,2,1,1
3543,1,1,1,2
3544,1,1,1,-5
3545,1,3,1,-5
3546,1,1,-5,-5
3547,1,-5,-5,1
3548,2,8,6,6
3549,1,1,1,1
3550,1,1,1,1
3551,1,1,1,1
3552,1,6,6,6
3553,1,2,1,1
3554,1,1,3,-5
3555,1,-5,-5,-5
3556,1,3,1,1
3557,1,3,1,1
3558,1,3,1,1
3559,1,-5,-5,-5
3560,1,4,-5,-5
3561,1,1,1,2
3562,1,1,1,1
3563,1,-5,-5,-5
3564,1,1,1,1
3565,1,4,1,1
3566,1,4,1,1
3567,2,1,1,-5
3568,1,1,1,1
3569,1,1,1,1
3570,1,1,1,1
3571,1,1,1,1
3572,1,1,1,1
3573,1,-5,-5,-5
3574,1,1,1,1
3575,1,-5,-5,1
3576,1,-5,2,1
3577,1,1,-5,8
3578,1,2,8,1
3579,1,1,-5,-5
3580,1,1,1,1
3581,1,3,1,1
3582,1,4,1,1
3583,1,-5,-5,-5
3584,1,-5,-5,-5
3585,1,1,-5,-5
3586,1,1,1,1
3587,1,1,1,1
3588,1,1,1,1
3589,1,-5,1,1
3590,1,1,1,1
3591,1,2,-5,-5
3592,1,-5,-5,-5
3593,1,1,1,1
3594,1,-5,-5,-5
3595,1,3,3,-5
3596,1,1,1,1
3597,1,-5,1,1
3598,1,1,1,1
3599,1,1,1,1
3600,1,3,-5,-5
3601,1,1,-5,-5
3602,2,1,3,8
3603,1,1,1,1
3604,1,-5,-5,-5
3605,1,1,1,-5
3606,1,1,-5,-5
3607,1,1,1,1
3608,1,1,-5,-5
3609,2,1,1,2
3610,1,-5,-5,-5
3611,2,-5,-5,-5
3612,1,-5,-5,-5
3613,1,-5,-5,-5
